Company,Customer ID,Cliente,Pagador,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rabates,True Outstanding Loan Value,True Payment Status,payment_efficiency
Abaco Financial,CLIAB001007,"EMPRESA EJEMPLO 8, S.A. DE C.V.","PAGADOR EJEMPLO 8, S.A. DE C.V.",DSB1547-190,2026-03-14,22.63,18899.17,USD,16747.58,1032.05,709.71,,188.99,92.26,0,7924.59,On Time,0.8861542596844202
Abaco Financial,CLIAB001007,"EMPRESA EJEMPLO 8, S.A. DE C.V.","PAGADOR EJEMPLO 8, S.A. DE C.V.",DSB1547-190,2025-12-17,87.31,24581.17,USD,22410.52,2290.31,656.12,,245.81,85.3,0,6984.95,On Time,0.9116946020063326
Abaco Financial,CLIAB001008,"EMPRESA EJEMPLO 9, S.A. DE C.V.","PAGADOR EJEMPLO 9, S.A. DE C.V.",DSB5739-010,2025-07-07,14.43,15567.76,USD,13282.07,1387.13,423.48,,155.68,55.05,0,1293.08,On Time,0.853177978077771
Abaco Financial,CLIAB001008,"EMPRESA EJEMPLO 9, S.A. DE C.V.","PAGADOR EJEMPLO 9, S.A. DE C.V.",DSB5739-010,2025-04-01,13.79,14063.22,USD,12260.68,1398.89,523.62,,140.63,68.07,0,7697.63,Late,0.871825940289635
Abaco Financial,CLIAB001009,"EMPRESA EJEMPLO 10, S.A. DE C.V.","PAGADOR EJEMPLO 10, S.A. DE C.V.",DSB5827-401,2025-09-25,55.73,9707.59,USD,9022.17,562.22,209.23,,97.08,27.2,0,516.64,Late,0.9293933921807576
Abaco Financial,CLIAB001010,"EMPRESA EJEMPLO 11, S.A. DE C.V.","PAGADOR EJEMPLO 11, S.A. DE C.V.",DSB5951-131,2025-02-06,27.58,17399.23,USD,15792.36,1532.77,755.91,,173.99,98.27,0,395.87,On Time,0.9076470625424229
Abaco Financial,CLIAB001010,"EMPRESA EJEMPLO 11, S.A. DE C.V.","PAGADOR EJEMPLO 11, S.A. DE C.V.",DSB5951-131,2025-02-25,93.71,21787.26,USD,18685.99,1547.72,829.02,,217.87,107.77,0,604.34,On Time,0.8576567223230458
Abaco Financial,CLIAB001010,"EMPRESA EJEMPLO 11, S.A. DE C.V.","PAGADOR EJEMPLO 11, S.A. DE C.V.",DSB5951-131,2025-03-20,84.49,21583.64,USD,19682.64,1437.59,1032.63,,215.84,134.24,0,434.13,On Time,0.9119240313496704
Abaco Technologies,CLIAB001011,"EMPRESA EJEMPLO 12, S.A. DE C.V.","PAGADOR EJEMPLO 12, S.A. DE C.V.",DSB8811-044,2025-10-07,94.02,17122.74,USD,15664.29,1054.32,692.45,,171.23,90.02,0,722.56,On Time,0.9148237957242824
Abaco Technologies,CLIAB001011,"EMPRESA EJEMPLO 12, S.A. DE C.V.","PAGADOR EJEMPLO 12, S.A. DE C.V.",DSB8811-044,2025-07-08,75.0,15500.59,USD,14569.4,1520.81,516.53,,155.01,67.15,0,8210.99,On Time,0.9399255125127495
Abaco Technologies,CLIAB001012,"EMPRESA EJEMPLO 13, S.A. DE C.V.","PAGADOR EJEMPLO 13, S.A. DE C.V.",DSB7850-678,2025-08-01,15.63,77831.05,USD,70486.35,4005.01,3674.99,,778.31,477.75,0,237.88,On Time,0.9056327776639272
Abaco Technologies,CLIAB001013,"EMPRESA EJEMPLO 14, S.A. DE C.V.","PAGADOR EJEMPLO 14, S.A. DE C.V.",DSB7492-128,2025-03-25,83.65,10829.43,USD,10254.03,683.52,318.29,,108.29,41.38,0,73.11,On Time,0.946867009621005
Abaco Financial,CLIAB001014,"EMPRESA EJEMPLO 15, S.A. DE C.V.","PAGADOR EJEMPLO 15, S.A. DE C.V.",DSB3919-398,2025-11-10,78.1,38059.56,USD,32698.39,2502.08,810.35,,380.6,105.35,0,5175.08,On Time,0.8591373625969402
Abaco Financial,CLIAB001015,"EMPRESA EJEMPLO 16, S.A. DE C.V.","PAGADOR EJEMPLO 16, S.A. DE C.V.",DSB6266-919,2025-12-05,50.05,17816.64,USD,15566.66,986.7,766.9,,178.17,99.7,0,2129.2,On Time,0.8737146846992475
Abaco Financial,CLIAB001015,"EMPRESA EJEMPLO 16, S.A. DE C.V.","PAGADOR EJEMPLO 16, S.A. DE C.V.",DSB6266-919,2025-09-21,88.44,15421.24,USD,13531.19,1466.24,407.99,,154.21,53.04,0,2745.89,Late,0.8774385198596222
Abaco Financial,CLIAB001016,"EMPRESA EJEMPLO 17, S.A. DE C.V.","PAGADOR EJEMPLO 17, S.A. DE C.V.",DSB8300-815,2025-08-29,13.24,3857.76,USD,3609.78,351.14,128.14,,38.58,16.66,0,881.85,On Time,0.9357191738210775
Abaco Financial,CLIAB001016,"EMPRESA EJEMPLO 17, S.A. DE C.V.","PAGADOR EJEMPLO 17, S.A. DE C.V.",DSB8300-815,2025-09-21,45.97,4282.67,USD,3974.4,427.76,110.21,,42.83,14.33,0,994.27,On Time,0.9280192029738458
Abaco Financial,CLIAB001016,"EMPRESA EJEMPLO 17, S.A. DE C.V.","PAGADOR EJEMPLO 17, S.A. DE C.V.",DSB8300-815,2025-09-04,49.69,3835.45,USD,3285.32,361.9,125.02,,38.35,16.25,0,2115.37,On Time,0.8565670260334511
Abaco Technologies,CLIAB001017,"EMPRESA EJEMPLO 18, S.A. DE C.V.","PAGADOR EJEMPLO 18, S.A. DE C.V.",DSB6031-114,2025-11-04,69.04,31989.08,USD,28605.45,2874.56,1334.81,,319.89,173.53,0,1295.81,Late,0.8942254669405935
Abaco Financial,CLIAB001018,"EMPRESA EJEMPLO 19, S.A. DE C.V.","PAGADOR EJEMPLO 19, S.A. DE C.V.",DSB1456-372,2025-01-11,83.02,15256.29,USD,13479.88,821.4,412.68,,152.56,53.65,0,2067.2,On Time,0.8835621242123739
Abaco Technologies,CLIAB001019,"EMPRESA EJEMPLO 20, S.A. DE C.V.","PAGADOR EJEMPLO 20, S.A. DE C.V.",DSB8352-376,2025-04-25,42.0,63716.11,USD,54387.63,6138.78,1682.8,,637.16,218.76,0,139.23,Late,0.8535930708889792
Abaco Technologies,CLIAB001020,"EMPRESA EJEMPLO 21, S.A. DE C.V.","PAGADOR EJEMPLO 21, S.A. DE C.V.",DSB1784-950,2024-12-29,6.19,1152.47,USD,1021.56,90.25,23.27,,11.52,3.02,0,632.26,On Time,0.8864091906947685
Abaco Technologies,CLIAB001020,"EMPRESA EJEMPLO 21, S.A. DE C.V.","PAGADOR EJEMPLO 21, S.A. DE C.V.",DSB1784-950,2025-02-23,9.32,1175.43,USD,1014.62,88.93,30.37,,11.75,3.95,0,484.79,On Time,0.8631904919901653
Abaco Technologies,CLIAB001020,"EMPRESA EJEMPLO 21, S.A. DE C.V.","PAGADOR EJEMPLO 21, S.A. DE C.V.",DSB1784-950,2025-02-09,8.99,949.15,USD,836.92,59.77,21.48,,9.49,2.79,0,228.22,On Time,0.8817573618500764
Abaco Technologies,CLIAB001020,"EMPRESA EJEMPLO 21, S.A. DE C.V.","PAGADOR EJEMPLO 21, S.A. DE C.V.",DSB1784-950,2025-03-26,66.28,1122.03,USD,985.96,71.8,33.62,,11.22,4.37,0,1028.21,On Time,0.8787287327433313
Abaco Financial,CLIAB001021,"EMPRESA EJEMPLO 22, S.A. DE C.V.","PAGADOR EJEMPLO 22, S.A. DE C.V.",DSB3165-174,2025-04-10,54.74,17634.55,USD,15357.21,1143.06,834.54,,176.35,108.49,0,11732.73,On Time,0.8708591940253649
Abaco Financial,CLIAB001021,"EMPRESA EJEMPLO 22, S.A. DE C.V.","PAGADOR EJEMPLO 22, S.A. DE C.V.",DSB3165-174,2024-11-21,58.48,19158.03,USD,16524.88,1121.99,858.68,,191.58,111.63,0,5396.03,Late,0.8625563275555995
Abaco Financial,CLIAB001021,"EMPRESA EJEMPLO 22, S.A. DE C.V.","PAGADOR EJEMPLO 22, S.A. DE C.V.",DSB3165-174,2025-02-13,31.19,17875.4,USD,16938.79,1201.96,538.4,,178.75,69.99,0,1952.16,On Time,0.9476034102733365
Abaco Financial,CLIAB001022,"EMPRESA EJEMPLO 23, S.A. DE C.V.","PAGADOR EJEMPLO 23, S.A. DE C.V.",DSB7688-877,2025-09-14,53.52,3373.3,USD,2902.92,176.3,133.89,,33.73,17.41,0,89.77,On Time,0.860557910651291
Abaco Financial,CLIAB001022,"EMPRESA EJEMPLO 23, S.A. DE C.V.","PAGADOR EJEMPLO 23, S.A. DE C.V.",DSB7688-877,2025-08-17,11.73,3961.9,USD,3379.51,286.15,139.22,,39.62,18.1,0,185.03,On Time,0.8530023473585906
Abaco Financial,CLIAB001022,"EMPRESA EJEMPLO 23, S.A. DE C.V.","PAGADOR EJEMPLO 23, S.A. DE C.V.",DSB7688-877,2025-10-03,76.8,3659.66,USD,3296.28,299.71,181.36,,36.6,23.58,0,475.39,On Time,0.9007066230196249
Abaco Financial,CLIAB001023,"EMPRESA EJEMPLO 24, S.A. DE C.V.","PAGADOR EJEMPLO 24, S.A. DE C.V.",DSB5706-724,2025-08-30,9.95,19265.05,USD,17202.97,1231.94,459.96,,192.65,59.79,0,11149.83,On Time,0.8929626447893985
Abaco Financial,CLIAB001023,"EMPRESA EJEMPLO 24, S.A. DE C.V.","PAGADOR EJEMPLO 24, S.A. DE C.V.",DSB5706-724,2025-11-09,65.21,21455.26,USD,19247.41,1600.81,554.62,,214.55,72.1,0,14435.07,On Time,0.8970951645424013
Abaco Financial,CLIAB001023,"EMPRESA EJEMPLO 24, S.A. DE C.V.","PAGADOR EJEMPLO 24, S.A. DE C.V.",DSB5706-724,2025-08-03,9.33,24776.83,USD,22327.98,1314.42,709.48,,247.77,92.23,0,17815.99,On Time,0.9011637081902728
Abaco Technologies,CLIAB001024,"EMPRESA EJEMPLO 25, S.A. DE C.V.","PAGADOR EJEMPLO 25, S.A. DE C.V.",DSB1060-775,2025-06-29,37.81,98837.45,USD,91581.09,4968.58,1980.74,,988.37,257.5,0,4917.9,On Time,0.9265828893804929
Abaco Financial,CLIAB001025,"EMPRESA EJEMPLO 26, S.A. DE C.V.","PAGADOR EJEMPLO 26, S.A. DE C.V.",DSB9572-697,2025-09-11,12.2,19790.94,USD,17319.21,1633.17,521.89,,197.91,67.85,0,3703.64,On Time,0.8751080039654509
Abaco Financial,CLIAB001025,"EMPRESA EJEMPLO 26, S.A. DE C.V.","PAGADOR EJEMPLO 26, S.A. DE C.V.",DSB9572-697,2025-10-24,12.64,22362.89,USD,19418.71,1782.48,723.24,,223.63,94.02,0,147.03,On Time,0.8683452809542952
Abaco Financial,CLIAB001025,"EMPRESA EJEMPLO 26, S.A. DE C.V.","PAGADOR EJEMPLO 26, S.A. DE C.V.",DSB9572-697,2025-09-05,67.28,20943.98,USD,19565.9,1552.7,907.37,,209.44,117.96,0,3824.42,On Time,0.9342016178395893
Abaco Financial,CLIAB001026,"EMPRESA EJEMPLO 27, S.A. DE C.V.","PAGADOR EJEMPLO 27, S.A. DE C.V.",DSB2779-714,2025-06-04,83.98,6196.27,USD,5282.12,422.2,225.55,,61.96,29.32,0,294.74,Late,0.8524676942741358
Abaco Financial,CLIAB001026,"EMPRESA EJEMPLO 27, S.A. DE C.V.","PAGADOR EJEMPLO 27, S.A. DE C.V.",DSB2779-714,2025-04-24,72.68,8190.57,USD,7085.41,758.28,407.43,,81.91,52.97,0,1814.36,Prepayment,0.8650692198467261
Abaco Financial,CLIAB001026,"EMPRESA EJEMPLO 27, S.A. DE C.V.","PAGADOR EJEMPLO 27, S.A. DE C.V.",DSB2779-714,2025-04-09,58.12,7453.83,USD,6565.25,684.83,286.48,,74.54,37.24,0,586.4,On Time,0.8807888025350726
Abaco Financial,CLIAB001026,"EMPRESA EJEMPLO 27, S.A. DE C.V.","PAGADOR EJEMPLO 27, S.A. DE C.V.",DSB2779-714,2025-06-21,44.24,5955.29,USD,5612.43,394.78,141.93,,59.55,18.45,0,98.19,On Time,0.9424276567555905
Abaco Technologies,CLIAB001027,"EMPRESA EJEMPLO 28, S.A. DE C.V.","PAGADOR EJEMPLO 28, S.A. DE C.V.",DSB3656-173,2025-04-29,49.9,38254.54,USD,35628.11,3680.57,1293.77,,382.55,168.19,0,2301.96,Late,0.9313433124538943
Abaco Technologies,CLIAB001027,"EMPRESA EJEMPLO 28, S.A. DE C.V.","PAGADOR EJEMPLO 28, S.A. DE C.V.",DSB3656-173,2025-02-28,1.36,47585.43,USD,41819.27,3090.16,2223.95,,475.85,289.11,0,2334.25,On Time,0.8788250941517182
Abaco Financial,CLIAB001028,"EMPRESA EJEMPLO 29, S.A. DE C.V.","PAGADOR EJEMPLO 29, S.A. DE C.V.",DSB4796-363,2025-03-13,55.31,62301.67,USD,58528.71,5680.69,2925.91,,623.02,380.37,0,7311.39,On Time,0.9394404676471755
Abaco Technologies,CLIAB001029,"EMPRESA EJEMPLO 30, S.A. DE C.V.","PAGADOR EJEMPLO 30, S.A. DE C.V.",DSB6547-874,2025-05-23,97.68,24768.28,USD,21394.88,1338.77,1111.89,,247.68,144.55,0,9645.21,On Time,0.8638016043100288
Abaco Technologies,CLIAB001029,"EMPRESA EJEMPLO 30, S.A. DE C.V.","PAGADOR EJEMPLO 30, S.A. DE C.V.",DSB6547-874,2025-09-26,47.65,20631.3,USD,19375.51,1510.02,610.7,,206.31,79.39,0,7585.66,On Time,0.9391318045881742
Abaco Technologies,CLIAB001029,"EMPRESA EJEMPLO 30, S.A. DE C.V.","PAGADOR EJEMPLO 30, S.A. DE C.V.",DSB6547-874,2025-09-29,73.85,28558.45,USD,25966.2,2419.83,883.6,,285.58,114.87,0,15886.49,On Time,0.9092300177355563
Abaco Financial,CLIAB001030,"EMPRESA EJEMPLO 31, S.A. DE C.V.","PAGADOR EJEMPLO 31, S.A. DE C.V.",DSB3974-892,2026-01-04,67.37,12515.76,USD,11883.32,683.67,543.31,,125.16,70.63,0,6385.94,On Time,0.9494685101024628
Abaco Financial,CLIAB001030,"EMPRESA EJEMPLO 31, S.A. DE C.V.","PAGADOR EJEMPLO 31, S.A. DE C.V.",DSB3974-892,2025-10-22,55.11,12856.87,USD,11952.4,792.33,344.32,,128.57,44.76,0,4356.29,On Time,0.9296508403678344
Abaco Financial,CLIAB001031,"EMPRESA EJEMPLO 32, S.A. DE C.V.","PAGADOR EJEMPLO 32, S.A. DE C.V.",DSB6706-529,2025-04-19,47.42,74524.27,USD,68203.88,6827.98,3671.38,,745.24,477.28,0,97.75,On Time,0.9151901789846448
Abaco Financial,CLIAB001032,"EMPRESA EJEMPLO 33, S.A. DE C.V.","PAGADOR EJEMPLO 33, S.A. DE C.V.",DSB5812-313,2025-06-03,97.7,31816.31,USD,28948.37,2629.54,783.24,,318.16,101.82,0,8960.57,On Time,0.9098594400167712
Abaco Financial,CLIAB001032,"EMPRESA EJEMPLO 33, S.A. DE C.V.","PAGADOR EJEMPLO 33, S.A. DE C.V.",DSB5812-313,2025-02-24,70.04,38373.65,USD,32904.02,3660.34,1914.73,,383.74,248.91,0,12672.54,On Time,0.857463910782529
Abaco Financial,CLIAB001032,"EMPRESA EJEMPLO 33, S.A. DE C.V.","PAGADOR EJEMPLO 33, S.A. DE C.V.",DSB5812-313,2025-04-14,97.52,39009.43,USD,35224.4,3378.97,1861.66,,390.09,242.02,0,13704.79,On Time,0.9029714097334927
Abaco Financial,CLIAB001033,"EMPRESA EJEMPLO 34, S.A. DE C.V.","PAGADOR EJEMPLO 34, S.A. DE C.V.",DSB6747-458,2025-03-11,57.97,13206.66,USD,11952.65,1182.01,390.12,,132.07,50.72,0,3051.88,Late,0.9050471504528775
Abaco Financial,CLIAB001033,"EMPRESA EJEMPLO 34, S.A. DE C.V.","PAGADOR EJEMPLO 34, S.A. DE C.V.",DSB6747-458,2024-12-17,49.93,13745.53,USD,11789.16,801.4,300.11,,137.46,39.01,0,938.96,On Time,0.8576722760053631
Abaco Financial,CLIAB001033,"EMPRESA EJEMPLO 34, S.A. DE C.V.","PAGADOR EJEMPLO 34, S.A. DE C.V.",DSB6747-458,2025-02-14,0.02,16388.62,USD,15360.49,1189.88,812.45,,163.89,105.62,0,5421.46,On Time,0.9372656147985615
Abaco Financial,CLIAB001033,"EMPRESA EJEMPLO 34, S.A. DE C.V.","PAGADOR EJEMPLO 34, S.A. DE C.V.",DSB6747-458,2025-04-25,73.05,13693.79,USD,12183.29,996.49,444.35,,136.94,57.77,0,1195.19,On Time,0.8896945257667892
Abaco Technologies,CLIAB001034,"EMPRESA EJEMPLO 35, S.A. DE C.V.","PAGADOR EJEMPLO 35, S.A. DE C.V.",DSB3913-537,2025-09-11,16.25,17959.42,USD,15465.23,1677.56,519.4,,179.59,67.52,0,3693.85,On Time,0.8611207934331956
Abaco Technologies,CLIAB001035,"EMPRESA EJEMPLO 36, S.A. DE C.V.","PAGADOR EJEMPLO 36, S.A. DE C.V.",DSB8542-149,2025-08-07,25.43,40437.15,USD,35842.06,2221.2,950.04,,404.37,123.51,0,10275.89,On Time,0.8863646424142155
Abaco Technologies,CLIAB001035,"EMPRESA EJEMPLO 36, S.A. DE C.V.","PAGADOR EJEMPLO 36, S.A. DE C.V.",DSB8542-149,2025-08-30,87.88,53040.37,USD,48228.39,3045.47,1334.63,,530.4,173.5,0,19418.57,Late,0.9092770280448647
Abaco Technologies,CLIAB001036,"EMPRESA EJEMPLO 37, S.A. DE C.V.","PAGADOR EJEMPLO 37, S.A. DE C.V.",DSB6596-611,2025-10-27,31.5,16971.17,USD,15223.0,1274.95,441.64,,169.71,57.41,0,7403.57,Late,0.8969917807670303
Abaco Technologies,CLIAB001036,"EMPRESA EJEMPLO 37, S.A. DE C.V.","PAGADOR EJEMPLO 37, S.A. DE C.V.",DSB6596-611,2025-12-15,32.31,17268.79,USD,15208.58,1031.98,696.88,,172.69,90.59,0,9240.31,On Time,0.8806974895172157
Abaco Technologies,CLIAB001037,"EMPRESA EJEMPLO 38, S.A. DE C.V.","PAGADOR EJEMPLO 38, S.A. DE C.V.",DSB8829-728,2025-01-25,14.91,16361.04,USD,15535.85,826.64,766.55,,163.61,99.65,0,11521.5,On Time,0.9495637196657425
Abaco Technologies,CLIAB001037,"EMPRESA EJEMPLO 38, S.A. DE C.V.","PAGADOR EJEMPLO 38, S.A. DE C.V.",DSB8829-728,2025-03-16,56.69,15815.31,USD,14825.07,800.97,423.86,,158.15,55.1,0,5153.53,On Time,0.9373872532375275
Abaco Technologies,CLIAB001037,"EMPRESA EJEMPLO 38, S.A. DE C.V.","PAGADOR EJEMPLO 38, S.A. DE C.V.",DSB8829-728,2025-03-31,45.93,13669.52,USD,11778.29,770.34,351.01,,136.7,45.63,0,11026.05,Late,0.8616462026464718
Abaco Technologies,CLIAB001038,"EMPRESA EJEMPLO 39, S.A. DE C.V.","PAGADOR EJEMPLO 39, S.A. DE C.V.",DSB4544-878,2025-09-26,21.82,19534.71,USD,17121.14,1468.57,430.61,,195.35,55.98,0,5197.62,On Time,0.8764471036426955
Abaco Technologies,CLIAB001038,"EMPRESA EJEMPLO 39, S.A. DE C.V.","PAGADOR EJEMPLO 39, S.A. DE C.V.",DSB4544-878,2025-12-21,16.46,21719.4,USD,18493.13,1354.64,998.85,,217.19,129.85,0,2306.72,On Time,0.851456762157334
Abaco Technologies,CLIAB001039,"EMPRESA EJEMPLO 40, S.A. DE C.V.","PAGADOR EJEMPLO 40, S.A. DE C.V.",DSB8598-413,2025-05-11,83.72,5464.0,USD,5095.1,488.41,155.73,,54.64,20.24,0,1269.61,On Time,0.9324853587115667
Abaco Financial,CLIAB001040,"EMPRESA EJEMPLO 41, S.A. DE C.V.","PAGADOR EJEMPLO 41, S.A. DE C.V.",DSB9014-215,2025-05-02,38.51,39661.28,USD,36656.12,2467.25,1504.76,,396.61,195.62,0,19298.07,Prepayment,0.9242293743419275
Abaco Technologies,CLIAB001041,"EMPRESA EJEMPLO 42, S.A. DE C.V.","PAGADOR EJEMPLO 42, S.A. DE C.V.",DSB5523-825,2025-05-21,52.04,25790.41,USD,21940.76,1322.8,943.9,,257.9,122.71,0,656.98,On Time,0.8507332764388003
Abaco Technologies,CLIAB001041,"EMPRESA EJEMPLO 42, S.A. DE C.V.","PAGADOR EJEMPLO 42, S.A. DE C.V.",DSB5523-825,2025-04-03,82.23,23535.64,USD,20272.52,2256.53,1019.9,,235.36,132.59,0,596.33,On Time,0.8613540995698439
Abaco Technologies,CLIAB001042,"EMPRESA EJEMPLO 43, S.A. DE C.V.","PAGADOR EJEMPLO 43, S.A. DE C.V.",DSB3259-161,2026-03-07,79.65,47270.48,USD,42314.48,4577.98,2340.88,,472.7,304.31,0,9118.53,On Time,0.8951565543654306
Abaco Technologies,CLIAB001042,"EMPRESA EJEMPLO 43, S.A. DE C.V.","PAGADOR EJEMPLO 43, S.A. DE C.V.",DSB3259-161,2025-10-16,4.7,41719.55,USD,35708.2,3526.82,1746.53,,417.2,227.05,0,11182.53,On Time,0.8559104784207882
Abaco Financial,CLIAB001043,"EMPRESA EJEMPLO 44, S.A. DE C.V.","PAGADOR EJEMPLO 44, S.A. DE C.V.",DSB4909-687,2025-03-09,65.3,22763.09,USD,20102.42,2009.95,737.76,,227.63,95.91,0,8896.14,On Time,0.8831147265156004
Abaco Financial,CLIAB001043,"EMPRESA EJEMPLO 44, S.A. DE C.V.","PAGADOR EJEMPLO 44, S.A. DE C.V.",DSB4909-687,2024-12-28,96.32,33097.15,USD,28269.69,3256.43,1207.91,,330.97,157.03,0,1761.27,On Time,0.8541427283013794
Abaco Financial,CLIAB001044,"EMPRESA EJEMPLO 45, S.A. DE C.V.","PAGADOR EJEMPLO 45, S.A. DE C.V.",DSB4828-830,2025-08-04,33.2,64454.4,USD,56125.5,5116.7,1506.36,,644.54,195.83,0,2792.57,On Time,0.8707784107834375
Abaco Financial,CLIAB001045,"EMPRESA EJEMPLO 46, S.A. DE C.V.","PAGADOR EJEMPLO 46, S.A. DE C.V.",DSB3922-483,2025-05-06,63.07,1990.13,USD,1882.98,172.17,69.05,,19.9,8.98,0,1009.87,On Time,0.9461592961263836
Abaco Financial,CLIAB001045,"EMPRESA EJEMPLO 46, S.A. DE C.V.","PAGADOR EJEMPLO 46, S.A. DE C.V.",DSB3922-483,2025-07-14,73.16,1493.49,USD,1298.55,135.2,42.09,,14.93,5.47,0,508.05,On Time,0.8694735150553401
Abaco Financial,CLIAB001045,"EMPRESA EJEMPLO 46, S.A. DE C.V.","PAGADOR EJEMPLO 46, S.A. DE C.V.",DSB3922-483,2025-06-09,65.23,1531.47,USD,1329.51,149.87,71.53,,15.31,9.3,0,627.54,On Time,0.8681267017963133
Abaco Financial,CLIAB001046,"EMPRESA EJEMPLO 47, S.A. DE C.V.","PAGADOR EJEMPLO 47, S.A. DE C.V.",DSB6244-913,2025-05-10,73.02,25208.41,USD,23365.47,2513.38,512.55,,252.08,66.63,0,620.07,On Time,0.9268918587090579
